fio,faculty,title,degree
Семенов М.Ю.,ФЭТ,профессор,
Алексеев Д.С.,ФПМИ,доцент,
Морозов Е.П.,ФФ,доцент,
Попов В.И.,ИТМО,,к.н.
Морозов М.Ю.,ФЭТ,,
Сидоров И.К.,ФИТ,профессор,к.н.
Смирнов В.И.,ФЭТ,ассистент,
Волков Б.В.,ФИВТ,ассистент,к.н.
Морозов А.А.,ФФ,,к.н.
Соколов М.Ю.,ФРТ,ассистент,
Егоров А.А.,ФФ,,д.н.
Алексеев И.К.,ФРТ,доцент,д.н.
Иванов И.К.,ФУПМ,ассистент,д.н.
Кузнецов Е.П.,ФИТ,ассистент,
Новиков Ж.Р.,ИТМО,доцент,д.н.
Волков Б.В.,ФПМИ,доцент,к.н.
Волков Б.В.,ФУПМ,,
Кузнецов Е.П.,ФУПМ,профессор,к.н.
Волков М.Ю.,ФИТ,,
Петров А.А.,ФИТ,,д.н.
Морозов М.Ю.,ФУПМ,,д.н.
Петров В.И.,ФЭТ,профессор,
Соколов А.А.,ФПМИ,ассистент,к.н.
Лебедева Б.В.,ФМиМ,ассистент,д.н.
Кузнецов Д.С.,ФФ,доцент,
Морозов Б.В.,ФИВТ,профессор,к.н.
Сидоров К.М.,ФМиМ,профессор,к.н.
Попов В.И.,ФЭТ,доцент,д.н.
Морозов Ж.Р.,ИТМО,,
Волков И.К.,ФМиМ,ассистент,
Смирнов Д.С.,ФМиМ,профессор,к.н.
Егоров Е.П.,ФИВТ,,к.н.
Сидоров Л.О.,ФИТ,доцент,к.н.
Морозов И.К.,ФМиЕН,профессор,
Алексеев М.Ю.,ФЭТ,ассистент,д.н.
Лебедева А.А.,ФФ,доцент,
Семенов Е.П.,ФФ,профессор,к.н.
Кузнецов К.М.,ФПМИ,профессор,
Новиков Д.С.,ИТМО,профессор,
Попов В.И.,ИТМО,ассистент,
Алексеев К.М.,ФЭТ,ассистент,д.н.
Лебедев Ж.Р.,ИТМО,,к.н.
Лебедева В.И.,ФФ,профессор,
Егоров Л.О.,ИТМО,ассистент,
Петров Е.П.,ИТМО,доцент,д.н.
Сидоров Б.В.,ИТМО,ассистент,
Семенов М.Ю.,ФПМИ,,
Сидоров Г.Н.,ФИВТ,доцент,к.н.
Егоров Е.П.,ФИВТ,ассистент,к.н.
Семенов Ж.Р.,ИТМО,,
Иванов Е.П.,ИТМО,доцент,д.н.
Смирнов М.Ю.,ФИТ,профессор,к.н.
Попов М.Ю.,ФЭТ,доцент,д.н.
Алексеев Д.С.,ФМиЕН,доцент,д.н.
Кузнецов В.И.,ФЭТ,доцент,
Соколов З.Т.,ФФ,доцент,к.н.
Кузнецов В.И.,ФРТ,ассистент,к.н.
Семенов Ж.Р.,ФИВТ,ассистент,д.н.
Кузнецов И.К.,ФУПМ,,д.н.
Попов М.Ю.,ФЭТ,доцент,к.н.
Семенов А.А.,ФИТ,доцент,
Петров Е.П.,ФМиМ,,д.н.
Сидоров Е.П.,ФРТ,доцент,д.н.
Егоров А.А.,ИТМО,,
Егоров Л.О.,ФИВТ,ассистент,д.н.
Морозов Г.Н.,ФУПМ,доцент,
Семенов И.К.,ФРТ,ассистент,
Лебедев К.М.,ФМиЕН,профессор,д.н.
Козлов Е.П.,ФУПМ,ассистент,
Алексеев К.М.,ФИТ,доцент,к.н.
Кузнецов Д.С.,ФМиЕН,доцент,д.н.
Иванов Ж.Р.,ФУПМ,доцент,д.н.
Волков А.А.,ФМиЕН,профессор,
Соколов В.И.,ФЭТ,доцент,к.н.
Егоров З.Т.,ФПМИ,ассистент,
Семенов Д.С.,ФРТ,,
Лебедев И.К.,ФПМИ,доцент,д.н.
Козлов И.К.,ФИТ,доцент,д.н.
Петров Ж.Р.,ФМиМ,профессор,д.н.
Алексеев К.М.,ФИВТ,ассистент,д.н.
Попов Г.Н.,ФМиЕН,доцент,
Иванов М.Ю.,ФМиМ,профессор,
Кузнецов Д.С.,ФЭТ,профессор,к.н.
Сидоров Г.Н.,ФУПМ,ассистент,к.н.
Козлов Д.С.,ФЭТ,ассистент,д.н.
Попов К.М.,ФИТ,доцент,д.н.
Попов А.А.,ИТМО,доцент,к.н.
Иванов З.Т.,ФПМИ,профессор,д.н.
Кузнецов В.И.,ФРТ,профессор,
Кузнецов Е.П.,ФФ,профессор,д.н.
Петров Б.В.,ФУПМ,профессор,
Алексеев Г.Н.,ФУПМ,профессор,д.н.
Волков В.И.,ФМиЕН,доцент,д.н.
Волков В.И.,ФПМИ,ассистент,
Сидоров Г.Н.,ФУПМ,,д.н.
Кузнецов З.Т.,ФУПМ,ассистент,
Морозов К.М.,ФПМИ,ассистент,д.н.
Алексеев В.И.,ФМиЕН,доцент,к.н.
Новиков Д.С.,ФЭТ,профессор,д.н.
Семенов Ж.Р.,ФРТ,доцент,
Попов Г.Н.,ФРТ,,к.н.
Лебедев М.Ю.,ФРТ,доцент,
Лебедев Г.Н.,ФРТ,ассистент,д.н.
Сидоров Л.О.,ФИТ,ассистент,д.н.
Лебедева Д.С.,ФМиЕН,,к.н.
Волков А.А.,ФУПМ,,д.н.
Соколов Г.Н.,ИТМО,доцент,
Лебедева И.К.,ФПМИ,доцент,
Волков Л.О.,ФФ,ассистент,д.н.
Смирнов Е.П.,ФЭТ,доцент,д.н.
Алексеев К.М.,ФМиМ,ассистент,
Волков А.А.,ФРТ,ассистент,к.н.
Лебедева З.Т.,ФРТ,ассистент,к.н.
Петров А.А.,ФРТ,доцент,
Морозов Ж.Р.,ФМиМ,,
Смирнов К.М.,ФФ,ассистент,д.н.
Егоров Б.В.,ФИТ,,д.н.
Егоров М.Ю.,ФУПМ,,д.н.
Смирнов А.А.,ФФ,профессор,д.н.
Алексеев Е.П.,ИТМО,,к.н.
Новиков Е.П.,ФПМИ,профессор,к.н.
Алексеев Д.С.,ФРТ,ассистент,к.н.
Семенов Д.С.,ФФ,профессор,
Петров Г.Н.,ФУПМ,ассистент,к.н.
Лебедева В.И.,ФИТ,ассистент,д.н.
Волков К.М.,ФМиМ,профессор,
Морозов И.К.,ФПМИ,,
Егоров Б.В.,ФИВТ,доцент,д.н.
Иванов И.К.,ФИТ,,
Морозов М.Ю.,ФМиМ,ассистент,д.н.
Семенов Д.С.,ФФ,профессор,к.н.
Козлов Д.С.,ФМиМ,профессор,
Волков В.И.,ФПМИ,,д.н.
Попов К.М.,ФФ,,к.н.
Семенов А.А.,ИТМО,профессор,
Иванов Б.В.,ФМиМ,профессор,к.н.
Петров Г.Н.,ФИВТ,,к.н.
Лебедев Л.О.,ФЭТ,ассистент,д.н.
Сидоров Б.В.,ФПМИ,ассистент,
Волков З.Т.,ФРТ,ассистент,
Попов И.К.,ФФ,доцент,
Сидоров А.А.,ФПМИ,профессор,к.н.
Новиков М.Ю.,ФФ,,к.н.
Кузнецов Д.С.,ФИВТ,ассистент,д.н.
Морозов Д.С.,ФЭТ,профессор,д.н.
Волков Г.Н.,ФМиЕН,профессор,д.н.
Алексеев Б.В.,ФМиЕН,доцент,
Морозов Л.О.,ФУПМ,ассистент,д.н.
Смирнов Л.О.,ФИВТ,доцент,к.н.
Новиков Е.П.,ФМиЕН,доцент,
Попов Д.С.,ФПМИ,,к.н.
Попов Ж.Р.,ФУПМ,доцент,
Волков К.М.,ИТМО,профессор,к.н.
Лебедева А.А.,ФМиМ,,
Кузнецов Д.С.,ФИТ,ассистент,д.н.
Сидоров Д.С.,ФУПМ,,
Иванов М.Ю.,ФЭТ,доцент,д.н.
Егоров А.А.,ФМиЕН,,д.н.
Иванов Ж.Р.,ФЭТ,,д.н.
Попов Д.С.,ФПМИ,доцент,к.н.
Морозов И.К.,ФМиМ,,д.н.
Морозов Б.В.,ФИТ,,
Смирнов Д.С.,ФМиМ,профессор,д.н.
Козлов Д.С.,ФФ,доцент,д.н.
Новиков Е.П.,ФПМИ,,
Кузнецов К.М.,ФЭТ,доцент,
Новиков З.Т.,ФУПМ,доцент,д.н.
Семенов А.А.,ФПМИ,доцент,к.н.
Егоров Б.В.,ФИВТ,,д.н.
Петров Е.П.,ФФ,ассистент,д.н.
Козлов Ж.Р.,ФИВТ,доцент,д.н.
Семенов З.Т.,ФПМИ,доцент,
Сидоров Ж.Р.,ИТМО,ассистент,д.н.
Лебедев Г.Н.,ФУПМ,профессор,к.н.
Егоров Д.С.,ИТМО,доцент,
Новиков Л.О.,ФИВТ,,
Попов К.М.,ФРТ,ассистент,д.н.
Алексеев И.К.,ФИТ,ассистент,д.н.
Иванов Г.Н.,ФМиМ,профессор,к.н.
Волков З.Т.,ФУПМ,профессор,к.н.
Кузнецов В.И.,ФЭТ,,д.н.
Соколов Е.П.,ФИТ,профессор,
Кузнецов Ж.Р.,ФРТ,ассистент,д.н.
Петров Л.О.,ФРТ,профессор,к.н.
Соколов М.Ю.,ФФ,ассистент,к.н.
Петров Г.Н.,ФФ,,к.н.
Попов И.К.,ФФ,,
Соколов Д.С.,ФПМИ,ассистент,к.н.
Смирнов М.Ю.,ФИВТ,ассистент,
Петров Г.Н.,ФЭТ,доцент,к.н.
Морозов Г.Н.,ФИТ,профессор,д.н.
Егоров Ж.Р.,ФМиМ,доцент,к.н.
Алексеев М.Ю.,ИТМО,,к.н.
Семенов А.А.,ФУПМ,доцент,к.н.
Петров А.А.,ФИТ,,к.н.
Новиков Ж.Р.,ФМиЕН,ассистент,д.н.
Новиков К.М.,ФЭТ,,
Морозов Ж.Р.,ИТМО,доцент,к.н.
Петров В.И.,ФУПМ,,д.н.
Сидоров З.Т.,ФИТ,доцент,к.н.
Петров Е.П.,ФПМИ,ассистент,к.н.
Семенов К.М.,ФПМИ,профессор,д.н.
Лебедев Ж.Р.,ФМиЕН,ассистент,к.н.
Козлов З.Т.,ФМиЕН,,к.н.
Козлов Ж.Р.,ФМиМ,доцент,к.н.
Морозов Л.О.,ФУПМ,ассистент,к.н.
Лебедева Ж.Р.,ИТМО,доцент,к.н.
Иванов Е.П.,ФИТ,профессор,к.н.
Козлов В.И.,ФМиМ,профессор,
Смирнов Б.В.,ФЭТ,профессор,
Попов З.Т.,ФИТ,профессор,
Новиков Д.С.,ИТМО,ассистент,д.н.
Козлов Д.С.,ФИВТ,доцент,к.н.
Егоров И.К.,ФФ,,
Сидоров Л.О.,ФПМИ,ассистент,д.н.
Новиков Г.Н.,ФРТ,,
Новиков В.И.,ФУПМ,профессор,к.н.
Козлов К.М.,ФФ,доцент,к.н.
Морозов Л.О.,ФПМИ,,д.н.
Козлов Л.О.,ФИВТ,доцент,д.н.
Соколов Г.Н.,ФФ,,д.н.
Смирнов З.Т.,ФМиМ,,к.н.
Волков Г.Н.,ФУПМ,ассистент,
Петров Е.П.,ФФ,профессор,д.н.
Семенов Е.П.,ФМиМ,,к.н.
Морозов Д.С.,ИТМО,доцент,
Алексеев Д.С.,ФЭТ,,к.н.
Смирнов И.К.,ФФ,,д.н.
Егоров Е.П.,ФИТ,ассистент,
Лебедев А.А.,ФМиМ,,
Егоров М.Ю.,ФИВТ,профессор,
Морозов З.Т.,ФИВТ,ассистент,к.н.
Волков Л.О.,ФМиЕН,ассистент,д.н.
Кузнецов Л.О.,ФРТ,профессор,д.н.
Морозов Д.С.,ФПМИ,,
Попов Ж.Р.,ФМиЕН,ассистент,
Лебедев М.Ю.,ФЭТ,доцент,
Иванов Ж.Р.,ФФ,ассистент,д.н.
Семенов Г.Н.,ФМиЕН,,к.н.
Лебедева К.М.,ФФ,профессор,к.н.
Кузнецов В.И.,ФУПМ,профессор,
Морозов Д.С.,ФПМИ,профессор,к.н.
Петров Ж.Р.,ФУПМ,ассистент,д.н.
Егоров К.М.,ФМиМ,ассистент,д.н.
Семенов Ж.Р.,ФУПМ,доцент,к.н.
Козлов Ж.Р.,ИТМО,,д.н.
Попов Л.О.,ИТМО,ассистент,
Соколов Ж.Р.,ИТМО,профессор,к.н.
Иванов Г.Н.,ФУПМ,доцент,
Лебедев З.Т.,ФИВТ,ассистент,д.н.
Новиков А.А.,ФПМИ,,к.н.
Новиков Б.В.,ФПМИ,доцент,
Смирнов Г.Н.,ФИТ,,д.н.
Морозов Г.Н.,ФФ,профессор,д.н.
Попов Л.О.,ФЭТ,ассистент,к.н.
Петров Б.В.,ФИТ,доцент,к.н.
Соколов Е.П.,ИТМО,доцент,д.н.
Новиков А.А.,ФМиЕН,профессор,к.н.
Новиков Д.С.,ФМиМ,ассистент,к.н.
Алексеев М.Ю.,ФФ,ассистент,к.н.
Волков И.К.,ФИВТ,ассистент,
Лебедева К.М.,ФМиМ,ассистент,
Попов Г.Н.,ФРТ,профессор,д.н.
Новиков Б.В.,ФРТ,профессор,
Семенов Б.В.,ФРТ,ассистент,д.н.
Морозов И.К.,ФИВТ,ассистент,
Лебедев Ж.Р.,ФЭТ,,к.н.
Новиков Е.П.,ФИТ,ассистент,
Семенов Г.Н.,ФУПМ,ассистент,к.н.
Алексеев И.К.,ИТМО,профессор,д.н.
Новиков И.К.,ФИВТ,доцент,
Петров Б.В.,ФЭТ,доцент,д.н.
Морозов Ж.Р.,ФИТ,доцент,д.н.
Новиков З.Т.,ФИВТ,доцент,
Попов З.Т.,ФПМИ,,к.н.
Семенов Е.П.,ФИТ,ассистент,к.н.
Морозов А.А.,ФЭТ,ассистент,д.н.
Иванов М.Ю.,ФЭТ,доцент,к.н.
Попов В.И.,ФМиЕН,ассистент,
Попов К.М.,ИТМО,профессор,к.н.
Лебедева Г.Н.,ФЭТ,ассистент,д.н.
Волков Б.В.,ФИТ,профессор,д.н.
Новиков Ж.Р.,ФЭТ,,к.н.
Козлов З.Т.,ИТМО,доцент,к.н.
Козлов Е.П.,ФМиЕН,доцент,к.н.
Сидоров Ж.Р.,ФУПМ,доцент,д.н.
Лебедев М.Ю.,ФИТ,ассистент,
Лебедева М.Ю.,ФМиМ,доцент,к.н.
Морозов К.М.,ФРТ,,к.н.
Козлов З.Т.,ФМиМ,профессор,д.н.
Новиков В.И.,ФМиМ,профессор,
Лебедев Г.Н.,ФМиМ,доцент,к.н.
Кузнецов К.М.,ФУПМ,,
Морозов Г.Н.,ФФ,доцент,к.н.
Волков К.М.,ФУПМ,доцент,
Лебедев Д.С.,ФРТ,профессор,к.н.
Иванов М.Ю.,ФФ,ассистент,д.н.
Смирнов З.Т.,ФФ,,
Егоров Г.Н.,ФМиЕН,,
Кузнецов М.Ю.,ФИВТ,,
Петров Б.В.,ФФ,ассистент,д.н.
Волков А.А.,ФРТ,профессор,
Егоров Е.П.,ФМиМ,профессор,
Морозов Г.Н.,ФФ,ассистент,к.н.
Лебедев А.А.,ФРТ,профессор,д.н.
Петров А.А.,ФФ,профессор,д.н.
Алексеев Л.О.,ФФ,,
Смирнов М.Ю.,ФМиМ,,д.н.
Лебедев И.К.,ФМиЕН,ассистент,к.н.
Волков К.М.,ФРТ,профессор,
Соколов М.Ю.,ФРТ,профессор,к.н.
Козлов Г.Н.,ИТМО,доцент,
Егоров В.И.,ФМиМ,доцент,д.н.
Сидоров Л.О.,ФМиМ,профессор,к.н.
Новиков Е.П.,ФПМИ,ассистент,к.н.
Петров Г.Н.,ФИТ,доцент,
Семенов Е.П.,ФМиЕН,профессор,д.н.
Новиков Д.С.,ФЭТ,профессор,д.н.
Иванов Л.О.,ФМиЕН,,
Морозов М.Ю.,ФИТ,доцент,к.н.
Волков В.И.,ФЭТ,доцент,
Лебедев В.И.,ФФ,доцент,д.н.
Попов Л.О.,ИТМО,,к.н.
Соколов А.А.,ФИТ,ассистент,к.н.
Смирнов В.И.,ФУПМ,ассистент,
Семенов А.А.,ФПМИ,профессор,
Кузнецов Д.С.,ФРТ,профессор,д.н.
Лебедев Е.П.,ФПМИ,доцент,к.н.
Новиков А.А.,ФМиМ,профессор,
Соколов Г.Н.,ФФ,ассистент,д.н.
Волков В.И.,ФМиЕН,ассистент,д.н.
Лебедева М.Ю.,ФРТ,доцент,
Егоров Б.В.,ФЭТ,ассистент,к.н.
Егоров Д.С.,ФМиЕН,профессор,д.н.
Волков А.А.,ФРТ,доцент,
Иванов И.К.,ФМиЕН,ассистент,д.н.
Попов К.М.,ФМиЕН,профессор,
Смирнов В.И.,ФМиМ,доцент,к.н.
Новиков В.И.,ФФ,,д.н.
Семенов Б.В.,ФПМИ,,к.н.
Лебедева Л.О.,ФЭТ,профессор,к.н.
Соколов Л.О.,ФУПМ,,д.н.
Смирнов М.Ю.,ИТМО,профессор,д.н.
Петров М.Ю.,ФМиЕН,доцент,
Лебедев Ж.Р.,ФМиЕН,доцент,д.н.
Волков В.И.,ФУПМ,,д.н.
Кузнецов Е.П.,ИТМО,,д.н.
Егоров З.Т.,ФЭТ,профессор,
Семенов К.М.,ФУПМ,доцент,
Соколов И.К.,ФЭТ,,к.н.
Егоров Д.С.,ФИВТ,доцент,
Егоров В.И.,ФРТ,профессор,д.н.
Петров А.А.,ФЭТ,профессор,к.н.
Егоров И.К.,ФУПМ,,к.н.
Лебедева Е.П.,ИТМО,ассистент,
Егоров Г.Н.,ФИТ,доцент,д.н.
Морозов З.Т.,ФЭТ,профессор,к.н.
Иванов И.К.,ФИТ,профессор,д.н.
Кузнецов Е.П.,ФЭТ,ассистент,д.н.
Лебедева Л.О.,ФМиМ,доцент,
Козлов В.И.,ФИТ,,д.н.
Попов К.М.,ФИТ,ассистент,
Смирнов Л.О.,ФЭТ,доцент,
Волков З.Т.,ФИТ,профессор,д.н.
Лебедева К.М.,ФРТ,ассистент,д.н.
Смирнов Б.В.,ФМиЕН,,
Волков В.И.,ФИВТ,ассистент,д.н.
Волков Ж.Р.,ИТМО,доцент,к.н.
Егоров А.А.,ФИВТ,доцент,д.н.
Лебедев Л.О.,ИТМО,доцент,
Попов Е.П.,ФМиЕН,доцент,д.н.
Соколов Л.О.,ФФ,ассистент,
Смирнов З.Т.,ФМиМ,,
Егоров Г.Н.,ФРТ,профессор,к.н.
Соколов Л.О.,ФМиЕН,,д.н.
Иванов А.А.,ФИТ,доцент,к.н.
Соколов Е.П.,ФУПМ,доцент,к.н.
Лебедев Г.Н.,ИТМО,доцент,к.н.
Алексеев В.И.,ФМиЕН,доцент,д.н.
Петров К.М.,ФЭТ,ассистент,к.н.
Козлов М.Ю.,ФУПМ,ассистент,
Лебедев Л.О.,ФПМИ,доцент,
Сидоров М.Ю.,ФИТ,ассистент,к.н.
Кузнецов Б.В.,ИТМО,ассистент,к.н.
Лебедева В.И.,ФПМИ,,д.н.
Соколов А.А.,ФИВТ,ассистент,
Лебедева Б.В.,ФМиЕН,,к.н.
Семенов Ж.Р.,ФМиМ,,
Лебедева К.М.,ФЭТ,профессор,
Лебедев А.А.,ФФ,,к.н.
Морозов Л.О.,ФПМИ,доцент,д.н.
Иванов Ж.Р.,ФФ,ассистент,д.н.
Егоров Е.П.,ФУПМ,доцент,к.н.
Петров Б.В.,ФМиМ,профессор,
Лебедев А.А.,ФЭТ,доцент,к.н.
Семенов Г.Н.,ФЭТ,профессор,к.н.
Волков М.Ю.,ФФ,доцент,д.н.
Егоров Е.П.,ФИТ,,к.н.
Морозов Б.В.,ФЭТ,ассистент,
Иванов В.И.,ФПМИ,ассистент,
Новиков Л.О.,ФМиЕН,доцент,
Новиков Е.П.,ФЭТ,ассистент,
Иванов Б.В.,ФМиЕН,ассистент,д.н.
Егоров Б.В.,ФИТ,доцент,
Семенов К.М.,ФИТ,профессор,д.н.
Сидоров К.М.,ИТМО,ассистент,к.н.
Лебедев А.А.,ФЭТ,,к.н.
Смирнов Ж.Р.,ФУПМ,,д.н.
Лебедева З.Т.,ФИВТ,ассистент,д.н.
Егоров М.Ю.,ФРТ,,к.н.
Попов Л.О.,ИТМО,ассистент,
Новиков В.И.,ФУПМ,,к.н.
Кузнецов З.Т.,ФРТ,доцент,
Соколов М.Ю.,ФПМИ,доцент,к.н.
Егоров В.И.,ФФ,,к.н.
Попов Е.П.,ФМиЕН,,д.н.
Волков Л.О.,ФУПМ,доцент,д.н.
Смирнов И.К.,ФФ,доцент,к.н.
Сидоров А.А.,ФИТ,доцент,д.н.
